-7.92613 0.0252538 0 0.0999997 4.3252e-07 0 0.000966255
-7.77984 0.0252538 0 0.0999951 1.28826e-06 0 0.000966512
-7.63642 0.0252538 0 0.0999853 2.13305e-06 0 0.00096733
-7.49581 0.0252538 0 0.099971 2.97294e-06 0 0.000968593
-7.35796 0.0252538 0 0.0999525 3.82539e-06 0 0.000970286
-7.22281 0.0252538 0 0.0999297 4.72146e-06 0 0.000972393
-7.09031 0.0252538 0 0.0999025 5.697e-06 0 0.0009749
-6.9604 0.0252538 0 0.0998705 6.77563e-06 0 0.000977791
-6.83304 0.0252538 0 0.0998335 7.95486e-06 0 0.000981057
-6.70818 0.0252538 3.54981e-17 0.0997911 9.20374e-06 0 0.000984687
-6.58576 0.0252538 0 0.0997434 1.04726e-05 0 0.000988672
-6.46575 0.0252538 0 0.0996907 1.17087e-05 0 0.000993004
-6.34808 0.0252538 0 0.0996333 1.287e-05 0 0.000997678
-6.23272 0.0252538 0 0.0995719 1.39329e-05 0 0.00100269
-6.11963 0.0252538 2.67165e-17 0.0995073 1.48933e-05 0 0.00100803
-6.00875 0.0252538 0 0.0994399 1.57626e-05 0 0.0010137
-5.90004 0.0252538 0 0.0993703 1.65616e-05 0 0.0010197
-5.79346 0.0252538 0 0.0992987 1.73148e-05 0 0.00102602
-5.68898 0.0252538 2.84371e-17 0.0992256 1.80463e-05 0 0.00103266
-5.58654 0.0252538 0 0.0991509 1.8777e-05 0 0.00103963
-5.48611 0.0252538 0 0.0990748 1.95241e-05 0 0.00104692
-5.38764 0.0252538 0 0.0989972 2.03005e-05 0 0.00105454
-5.29111 0.0252538 0 0.0989181 2.11162e-05 0 0.00106248
-5.19647 0.0252538 0 0.0988374 2.19781e-05 0 0.00107074
-5.10368 0.0252538 0 0.098755 2.28915e-05 0 0.00107934
-5.01271 0.0252538 3.25489e-17 0.0986708 2.38605e-05 0 0.00108826
-4.92353 0.0252538 -8.87429e-18 0.0985848 2.48881e-05 0 0.00109752
-4.83609 0.0252538 0 0.0984968 2.59773e-05 0 0.00110711
-4.75037 0.0252538 0 0.0984068 2.71303e-05 0 0.00111703
-4.66633 0.0252538 0 0.0983145 2.83497e-05 0 0.0011273
-4.58393 0.0252538 0 0.09822 2.96379e-05 0 0.00113791
-4.50315 0.0252538 -6.41663e-17 0.0981231 3.09973e-05 0 0.00114887
-4.42395 0.0252538 0 0.0980237 3.24305e-05 0 0.00116017
-4.34631 0.0252538 0 0.0979217 3.39403e-05 0 0.00117183
-4.27019 0.0252538 5.85042e-17 0.0978171 3.55294e-05 0 0.00118385
-4.19555 0.0252538 -1.0069e-17 0.0977097 3.72008e-05 0 0.00119623
-4.12239 0.0252538 0 0.0975995 3.89577e-05 0 0.00120897
-4.05065 0.0252538 0 0.0974863 4.08032e-05 0 0.00122208
-3.98032 0.0252538 0 0.0973701 4.27409e-05 0 0.00123556
-3.91137 0.0252538 3.22152e-17 0.0972507 4.47742e-05 0 0.00124942
-3.84378 0.0252538 -1.10764e-17 0.0971281 4.6907e-05 0 0.00126366
-3.7775 0.0252538 0 0.0970022 4.91431e-05 0 0.00127829
-3.71253 0.0252538 0 0.0968728 5.14865e-05 0 0.0012933
-3.64883 0.0252538 0 0.09674 5.39417e-05 0 0.00130871
-3.58637 0.0252538 0 0.0966035 5.65129e-05 0 0.00132452
-3.52515 0.0252538 0 0.0964634 5.9205e-05 0 0.00134073
-3.46512 0.0252538 0 0.0963194 6.20228e-05 0 0.00135736
