0.5 0 -0.5
0.5 0 0.5
0.496856 0.0559822 0.5
0.496856 0.0559822 -0.5
0.487464 0.11126 0.5
0.487464 0.11126 -0.5
0.471941 0.165139 0.5
0.471941 0.165139 -0.5
0.450484 0.216942 0.5
0.450484 0.216942 -0.5
0.423362 0.266016 0.5
0.423362 0.266016 -0.5
0.390915 0.311745 0.5
0.390915 0.311745 -0.5
0.353553 0.353553 0.5
0.353553 0.353553 -0.5
0 0.5 -0.5
0.0559822 0.496856 -0.5
0.0559822 0.496856 0.5
0 0.5 0.5
0.11126 0.487464 -0.5
0.11126 0.487464 0.5
0.165139 0.471941 -0.5
0.165139 0.471941 0.5
0.216942 0.450484 -0.5
0.216942 0.450484 0.5
0.266016 0.423362 -0.5
0.266016 0.423362 0.5
0.311745 0.390915 -0.5
0.311745 0.390915 0.5
-0.353553 0.353553 -0.5
-0.311745 0.390915 -0.5
-0.311745 0.390915 0.5
-0.353553 0.353553 0.5
-0.266016 0.423362 -0.5
-0.266016 0.423362 0.5
-0.216942 0.450484 -0.5
-0.216942 0.450484 0.5
-0.165139 0.471941 -0.5
-0.165139 0.471941 0.5
-0.11126 0.487464 -0.5
-0.11126 0.487464 0.5
-0.0559822 0.496856 -0.5
-0.0559822 0.496856 0.5
-0.5 0 -0.5
-0.496856 0.0559822 -0.5
-0.496856 0.0559822 0.5
-0.5 0 0.5
-0.487464 0.11126 -0.5
-0.487464 0.11126 0.5
-0.471941 0.165139 -0.5
-0.471941 0.165139 0.5
-0.450484 0.216942 -0.5
-0.450484 0.216942 0.5
-0.423362 0.266016 -0.5
-0.423362 0.266016 0.5
-0.390915 0.311745 -0.5
-0.390915 0.311745 0.5
-0.353553 -0.353553 -0.5
-0.390915 -0.311745 -0.5
-0.390915 -0.311745 0.5
-0.353553 -0.353553 0.5
-0.423362 -0.266016 -0.5
-0.423362 -0.266016 0.5
-0.450484 -0.216942 -0.5
-0.450484 -0.216942 0.5
-0.471941 -0.165139 -0.5
-0.471941 -0.165139 0.5
-0.487464 -0.11126 -0.5
-0.487464 -0.11126 0.5
-0.496856 -0.0559822 -0.5
-0.496856 -0.0559822 0.5
-0.311745 -0.390915 0.5
-0.311745 -0.390915 -0.5
-0.266016 -0.423362 0.5
-0.266016 -0.423362 -0.5
-0.216942 -0.450484 0.5
-0.216942 -0.450484 -0.5
-0.165139 -0.471941 0.5
-0.165139 -0.471941 -0.5
-0.11126 -0.487464 0.5
-0.11126 -0.487464 -0.5
-0.0559822 -0.496856 0.5
-0.0559822 -0.496856 -0.5
0 -0.5 0.5
0 -0.5 -0.5
0.0559822 -0.496856 0.5
0.0559822 -0.496856 -0.5
0.11126 -0.487464 0.5
0.11126 -0.487464 -0.5
0.165139 -0.471941 0.5
0.165139 -0.471941 -0.5
0.216942 -0.450484 0.5
0.216942 -0.450484 -0.5
0.266016 -0.423362 0.5
0.266016 -0.423362 -0.5
0.311745 -0.390915 0.5
0.311745 -0.390915 -0.5
0.353553 -0.353553 0.5
0.353553 -0.353553 -0.5
0.390915 -0.311745 0.5
0.390915 -0.311745 -0.5
0.423362 -0.266016 0.5
0.423362 -0.266016 -0.5
0.450484 -0.216942 0.5
0.450484 -0.216942 -0.5
0.471941 -0.165139 0.5
0.471941 -0.165139 -0.5
0.487464 -0.11126 0.5
0.487464 -0.11126 -0.5
0.496856 -0.0559822 0.5
0.496856 -0.0559822 -0.5
