25 0 -0.5
25 0.0505076 -0.5
25 0.0505076 0.5
25 0 0.5
25 0.101015 -0.5
25 0.101015 0.5
25 0.151523 -0.5
25 0.151523 0.5
25 0.20203 -0.5
25 0.20203 0.5
25 0.252538 -0.5
25 0.252538 0.5
25 0.303045 -0.5
25 0.303045 0.5
25 0.353553 -0.5
25 0.353553 0.5
25 0.406482 -0.5
25 0.406482 0.5
25 0.459411 -0.5
25 0.459411 0.5
25 0.51234 -0.5
25 0.51234 0.5
25 0.565269 -0.5
25 0.565269 0.5
25 0.618198 -0.5
25 0.618198 0.5
25 0.671127 -0.5
25 0.671127 0.5
25 0.724056 -0.5
25 0.724056 0.5
25 0.776985 -0.5
25 0.776985 0.5
25 0.829913 -0.5
25 0.829913 0.5
25 0.882842 -0.5
25 0.882842 0.5
25 0.935771 -0.5
25 0.935771 0.5
25 0.9887 -0.5
25 0.9887 0.5
25 1.04163 -0.5
25 1.04163 0.5
25 1.09456 -0.5
25 1.09456 0.5
25 1.14749 -0.5
25 1.14749 0.5
25 1.20042 -0.5
25 1.20042 0.5
25 1.25334 -0.5
25 1.25334 0.5
25 1.30627 -0.5
25 1.30627 0.5
25 1.3592 -0.5
25 1.3592 0.5
25 1.41213 -0.5
25 1.41213 0.5
25 1.46506 -0.5
25 1.46506 0.5
25 1.51799 -0.5
25 1.51799 0.5
25 1.57092 -0.5
25 1.57092 0.5
25 1.62385 -0.5
25 1.62385 0.5
25 1.67678 -0.5
25 1.67678 0.5
25 1.72971 -0.5
25 1.72971 0.5
25 1.78263 -0.5
25 1.78263 0.5
25 1.83556 -0.5
25 1.83556 0.5
25 1.88849 -0.5
25 1.88849 0.5
25 1.94142 -0.5
25 1.94142 0.5
25 1.99435 -0.5
25 1.99435 0.5
25 2.04728 -0.5
25 2.04728 0.5
25 2.10021 -0.5
25 2.10021 0.5
25 2.15314 -0.5
25 2.15314 0.5
25 2.20607 -0.5
25 2.20607 0.5
25 2.25899 -0.5
25 2.25899 0.5
25 2.31192 -0.5
25 2.31192 0.5
25 2.36485 -0.5
25 2.36485 0.5
25 2.41778 -0.5
25 2.41778 0.5
25 2.47071 -0.5
